x1,y_high
5.0,0.008577751
4.0,0.008318594
25.0,0.500294506
-5.0,0.009825524
15.0,0.298559421
14.5,0.2190002355
20.0,0.409289981
19.0,0.309059384
-1.0,0.009141624
22.0,0.529211146
9.5,0.022572875
10.0,0.02695975
-3.0,0.009141561
11.5,0.043037539
1.0,0.009312948
12.0,0.062408418
24.0,0.469757209
23.0,0.57817537
7.0,0.011533
21.0,0.462519743
