alpha,CD_p
-5,0.0178034517207692
-4,0.0119629794489976
-3,0.00892871437247501
-2,0.00724750327652023
-1,0.00658864772228504
0,0.00684552369464055
1,0.00808520454997108
2,0.0105543412461685
3,0.0142050148612006
4,0.0184743357987761
5,0.0238909027251457
6,0.0310573460431696
7,0.0419082518163269
8,0.0565900216537457
9,0.0768635706706766
10,0.101379610217975
11,0.130287664326215
12,0.150679260174279
13,0.170839799849996
14,0.190457645700702
15,0.212870834229287
