alpha,CD_p
-5,0.0632633514821079
-4.5,0.053094124329155
-4,0.0442125761570443
-3.5,0.036576013802824
-3,0.029619046180579
-2.5,0.0236071670600141
-2,0.0187385173914814
-1.5,0.0150037974389399
-1,0.012418235427109
-0.5,0.0107280368036761
0,0.0102917188284243
0.5,0.0111075120109624
1,0.0130386453574633
1.5,0.016291162380124
2,0.0207288615927085
2.5,0.0263079702581886
3,0.032993274889878
3.5,0.0408262693332468
4,0.0491864060997801
4.5,0.0584531670033254
5,0.0685418252318659
