alpha,CD_p
-5,0.0830578180260286
-4.5,0.0769970099901722
-4,0.0727693096785451
-3.5,0.0689229445180809
-3,0.0659633556369945
-2.5,0.0639000957464204
-2,0.062457905112365
-1.5,0.0620595491668743
-1,0.0629116980157921
-0.5,0.0569357874361323
0,0.0569843391913872
0.5,0.0606768787144552
1,0.059216478993258
1.5,0.058426753536525
2,0.058669856016731
2.5,0.0600834631820999
3,0.0619535222925811
3.5,0.0681661213805291
4,0.0738867217389314
4.5,0.0801246017199685
5,0.088838649903787
