alpha,CD_p
-5,0.0345168012604726
-4,0.0225018516732561
-3,0.0141695558212274
-2,0.00939363164129848
-1,0.00757209742412035
0,0.00765475919234983
1,0.00907875855650734
2,0.0119722506746252
3,0.016944020004948
4,0.0248979136134751
5,0.0371259443954523
6,0.0525937589860045
7,0.0697388899313133
8,0.0893117740141546
9,0.109502977962401
10,0.134245211779042
11,0.160735272494048
12,0.180574374022418
13,0.206145508057533
14,0.233835367793393
15,0.257883736677122
