x1,y_high
-5.0,-0.578734863
12.5,0.983874736
13.0,1.011483864
25.0,0.915654725
4.0,0.585614995
2.0,0.328986225
20.0,0.969007281
21.0,0.963054702
-2.0,-0.186699566
-3.0,-0.317782041
17.0,1.005214767
16.0,0.990288881
8.0,0.970977896
7.5,0.956132048
10.0,0.91525402
6.0,0.831420068
23.0,0.931789312
24.0,0.868125636
0.0,0.072060764
22.0,0.947422007
