x1,y_high
-5.0,-0.542324754
13.0,0.901423611
12.5,0.965655582
25.0,0.858070574
4.0,0.548733427
17.0,0.775322093
20.0,0.751243362
18.0,0.747432899
-1.0,-0.051994072
0.0,0.067470386
7.5,0.950692764
8.0,1.002675127
23.0,0.947402972
9.5,1.132585236
-3.0,-0.296369156
10.0,1.1647621
2.0,0.309417154
11.0,1.193445942
6.0,0.782539183
11.5,1.172505288
