x1,y_high
-5.0,-0.597743527
15.0,1.047617084
14.0,1.034214013
5.0,0.744795644
0.0,0.072222428
4.0,0.629366119
9.0,0.751565347
10.0,0.846633338
-3.0,-0.354852633
11.0,0.917642077
12.0,0.944586231
