iteration,current_high_count,rho,point_diff,point_uncertainty,requested_point_count,actual_y_diff,actual_y_uncertainty
1,7,0.7494212959335959,[24.0],[6.0],2,-0.006571801,-0.074404334
2,9,0.7557006677816289,[22.0],[9.5],2,-0.160745743,-0.176818712
3,11,0.9141540673423497,[21.0],[19.0],2,-0.12280918,-0.016801557
4,13,0.9362737918030275,[20.0],[3.0],2,-0.002692446,-0.014833227
5,15,0.9271228457623549,[15.0],[14.5],2,-0.008778897,-0.100383739
6,17,0.9146986724160968,[11.5],[-3.0],2,-0.218629391,-0.007496201
7,19,0.9500477226499058,[11.0],[7.5],2,-0.214168697,-0.115757886
8,20,0.9960065064385386,[8.0],[1.0],2,-0.130888387,
