x1,y_high
-5.0,-0.547017415
8.0,0.975918738
15.0,0.72955151
1.5,0.284459112
11.5,0.846450829
6.25,0.876076905
-1.75,-0.135568216
5.25,0.759698417
3.75,0.572013798
13.5,0.748111552
13.25,0.755168923
13.0,0.765982497
-3.5,-0.35866292
10.0,0.871492155
0.0,0.090502573
9.75,0.894529547
2.5,0.413056561
9.0,0.952667184
7.25,0.954265154
7.0,0.93997792
-2.75,-0.263577334
