alpha,CL
-5,-0.548500459
-4.5,-0.555854136
-4,-0.570160314
-3.5,-0.571038512
-3,-0.543579461
-2.5,-0.477726512
-2,-0.373304359
-1.5,-0.245462715
-1,-0.117682378
-0.5,0.009260626
0,0.134835068
0.5,0.263507838
1,0.372040699
1.5,0.448278409
2,0.494897666
2.5,0.518725894
3,0.533382604
3.5,0.54569854
4,0.551226613
4.5,0.55920188
5,0.58656942
