alpha,CL
-5,-0.342987969
-4.5,-0.273139839
-4,-0.204716475
-3.5,-0.145552486
-3,-0.110315835
-2.5,-0.087830241
-2,-0.059565997
-1.5,-0.028139146
-1,0.022785523
-0.5,-0.043378866
0,-0.203095123
0.5,-0.186501248
1,-0.102874742
1.5,-0.024487163
2,0.046179069
2.5,0.120421887
3,0.190076873
3.5,0.328863123
4,0.426757626
4.5,0.472249164
5,0.538286327
