alpha,CL
-5,-0.619014981
-4,-0.556680388
-3,-0.404535403
-2,-0.240115283
-1,-0.077749909
0,0.084657246
1,0.248875262
2,0.415718592
3,0.574383461
4,0.689731027
5,0.68547824
6,0.649206483
7,0.650606037
8,0.72831303
9,0.80104267
10,0.855060279
11,0.911878617
12,0.950602117
13,0.999615318
14,1.052531165
15,1.09843583
