alpha,CL
-5,-0.57016263
-4.5,-0.502278381
-4,-0.438216976
-3.5,-0.379090076
-3,-0.325010351
-2.5,-0.286111981
-2,-0.252451266
-1.5,-0.211447585
-1,-0.14224753
-0.5,-0.057982637
0,0.019574387
0.5,0.076309583
1,0.115965955
1.5,0.148616635
2,0.199762233
2.5,0.281517341
3,0.363286504
3.5,0.441328901
4,0.517281072
4.5,0.590130403
5,0.669084483
