alpha,CL
-5,-0.598980301
-4,-0.49159458
-3,-0.354872362
-2,-0.210239874
-1,-0.067747302
0,0.072222428
1,0.213039441
2,0.356226183
3,0.498907305
4,0.63036568
5,0.746993268
6,0.810744978
7,0.77907715
8,0.732217808
9,0.754823303
10,0.849079516
11,0.920968939
12,0.945565129
13,1.001005992
14,1.035237441
15,1.042735605
