x1,y_high
-1.0,0.00556979
25.0,0.415300042
-5.0,0.00795903
12.0,0.048080524
6.0,0.005190446
7.0,0.004941668
19.0,0.2327616
8.5,0.005078375
2.0,0.005296604
9.5,0.006617113
16.0,0.207684585
17.0,0.211134318
22.0,0.381816094
23.0,0.382344239
-3.0,0.006391155
24.0,0.360341713
14.0,0.131578786
21.0,0.334616286
4.0,0.005740129
20.0,0.246309925
