iteration,current_high_count,rho,point_diff,point_uncertainty,requested_point_count,actual_y_diff,actual_y_uncertainty
1,7,1.3270174468642417,[16.0],[20.0],2,0.228439928,0.333012166
2,9,1.3343887531783714,[21.0],[-1.0],2,0.322558408,0.009188501
3,11,1.3428660292902377,[23.0],[10.0],2,0.347311043,0.067280556
4,13,1.3394292527651461,[9.5],[-3.0],2,0.057307193,0.009307432
5,15,1.3408905654214105,[8.0],[1.0],2,0.026863061,0.009327358
6,17,1.3411837701978828,[7.5],[12.5],2,0.020973707,0.113200941
7,19,1.3452976050184349,[13.0],[2.0],2,0.120426486,0.009806039
8,20,1.343609347000211,[13.5],[18.0],2,0.167806293,
