x1,y_high
-1.0,0.007114736
0.0,0.006661478
15.0,0.275932872
-5.0,0.045669633
7.0,0.081179292
8.0,0.103175966
11.0,0.174254711
4.0,0.034388689
3.0,0.019986481
-3.0,0.016588868
13.0,0.221732481
