iteration,current_high_count,rho,point_diff,point_uncertainty,requested_point_count,actual_y_diff,actual_y_uncertainty
1,7,1.0819337947039767,[8.0],[11.0],2,0.103175966,0.174254711
2,9,1.0908766534208483,[4.0],[3.0],2,0.034388689,0.019986481
3,11,1.0927815878635108,[-3.0],[13.0],2,0.016588868,0.221732481
