group,current_high_count,mae,rmse,r2
Baseline,178,5.301751007145792,7.7340297702162015,0.9716600411410792
Baseline,180,5.269689168560201,7.712256798336893,0.9718114968669285
Baseline,182,5.261264662277365,7.702810782650099,0.9718826820407453
Baseline,184,5.241003359536257,7.690423463131904,0.9719697018073123
Baseline,186,5.219342139313291,7.6670047026871,0.9721511942509823
Baseline,188,5.18870072987413,7.6165718099825,0.9725201351755093
Baseline,190,5.166852684968424,7.592156518194548,0.9726982669932536
Baseline,192,5.155779130192403,7.582950218762886,0.9727678281098073
Baseline,194,5.140105830512683,7.563242270126096,0.9729097584975019
Baseline,196,5.134207087379141,7.553566610721369,0.9729818441804431
Baseline,198,5.11655048880795,7.544809613847238,0.9730448852389808
Baseline,200,5.113036533858201,7.541346845307859,0.9730662375784487
B1,40,11.861394846661607,14.576104221817337,0.8996119812971461
B1,42,11.909408638170621,14.593171654956489,0.8993893133611344
B1,44,11.856210559623296,14.528894541851447,0.9003069851354567
B1,46,11.588280607278087,14.276304777133664,0.9037634407573151
B1,48,11.373391735959574,14.082688015289804,0.9063683683856254
B1,50,11.097080335571047,13.82534467623515,0.9097548184575679
B1,52,11.00053065252016,13.728867173333963,0.9110079577495297
B1,54,10.860027420271507,13.602429813118885,0.9126405116977041
B1,56,10.68313936297827,13.423683554645148,0.9149202618230007
B1,58,10.498074536569648,13.264266139627972,0.9169274860613678
B1,60,10.326874041975179,13.124024072920287,0.9186692250379697
B1,62,10.266008004960664,13.060538028536612,0.9194520452398928
B1,64,10.141563765158292,12.928782918469333,0.9210544363062073
B1,66,10.0497241509803,12.836246753396505,0.9221893258712806
B1,68,9.959234486263986,12.752298607629703,0.9232166527143557
B1,70,9.91625236273095,12.679164577331132,0.9241022430327324
B1,72,9.817325055042101,12.582845184841627,0.9252534087002964
B1,74,9.73132253997028,12.51209660762023,0.9260980928351344
B1,76,9.660676308039571,12.440040403243648,0.926946719216265
B1,78,9.545044230248088,12.317857661097822,0.9283572249501555
B1,80,9.531268564673066,12.289807375233021,0.9286826298646957
B1,82,9.398083531276555,12.15727224659447,0.9301809084622793
B1,84,9.292924581632384,12.066506049552956,0.9312253325763636
B1,86,9.23561652465672,12.021672978551157,0.9317488746657941
B1,88,9.151183158742466,11.947639245532693,0.9326044075361887
B1,90,9.067220179618053,11.864855883247987,0.9335327779769738
B1,92,8.945377716854967,11.770604381013735,0.93457581227471
B1,94,8.81586436628136,11.675447351163665,0.9356215801247169
B1,96,8.751331213748033,11.61896578519818,0.9362449907023347
B1,98,8.684111230477018,11.558694795743147,0.93690310266926
B1,100,8.601402043708841,11.480250281383835,0.9377389292263161
B1,102,8.49217358515801,11.38163940088371,0.9387929723855823
B1,104,8.426534019770086,11.339124335838687,0.9392527355022231
B1,106,8.322031539828746,11.267174933114092,0.9400260577292696
B1,108,8.226377280160165,11.187627358185477,0.9408607503568769
B1,110,8.139412576522583,11.111190597267143,0.9416554205612832
B1,112,8.075126859174858,11.05926308245443,0.9421922894174617
B1,114,7.9954310602707555,10.993484835849276,0.9428597153831031
B1,116,7.897629414528106,10.934819735465824,0.9434544577965239
B1,118,7.7817757746158565,10.856334967209254,0.9442682476935745
B1,120,7.712977507841754,10.81792041866852,0.9446646244235668
B1,122,7.675097355391576,10.756664061523944,0.9452780420273091
B1,124,7.604221109449493,10.694491112931066,0.9458924178699393
B1,126,7.536694986745568,10.65440873710193,0.9462859410678348
B1,128,7.477803308431769,10.62051447858396,0.9466144975137205
B1,130,7.430070170300733,10.56866664652172,0.9471333239438952
B1,132,7.400869185072199,10.512647320226293,0.9477204137951325
B1,134,7.352470665832127,10.452653094536137,0.9483135685496015
B1,136,7.286610327136534,10.40951929887903,0.9487352419034693
B1,138,7.233852990016286,10.376732208180162,0.9490519484568439
B1,140,7.1949923706874035,10.34791793642194,0.9493407625689221
B1,142,7.179615915317231,10.331467065012234,0.9495064254770238
B1,144,7.144867572154102,10.316212766999655,0.9496576623495189
B1,146,7.101066775032534,10.275805237876813,0.9500484306898812
B1,148,7.025014251297398,10.230948273831624,0.9504815775433082
B1,150,6.977603317878566,10.190317922840096,0.9508624013987415
B1,152,6.950428740707087,10.16752573626017,0.9510812247115338
B1,154,6.8958185244489325,10.117132254076957,0.9515539160768913
B1,156,6.8670132676009725,10.085454614559897,0.9518496477700497
B1,158,6.857174301711223,10.064278046587242,0.9520575012640486
B1,160,6.801920121329698,10.02532242914632,0.9524252755872606
B1,162,6.735223183657479,9.961848825595705,0.9530385343060065
B1,164,6.680387980266192,9.90404106719294,0.953578354486466
B1,166,6.649182425772045,9.878992345805354,0.9538111944616616
B1,168,6.622902152781521,9.827834469412732,0.9543061526541475
B1,170,6.577915688551206,9.790102794952375,0.954653876353051
