group,seed,current_high_count,mae,rmse,r2,rho
B3,342,170,7.954559112095273,11.697373545682085,0.9354285892316998,1.0
B3,342,172,7.891344257146492,11.642452411957313,0.9360335130211839,1.0
B3,342,174,7.82851517035353,11.589923057740576,0.9366094291439807,1.0
B3,342,176,7.7842614767346126,11.537390812921986,0.937182772403529,1.0
B3,342,178,7.791092843162402,11.52340877005609,0.9373349352233462,1.0
B3,342,180,7.763188839993209,11.472839411778285,0.9378837274948265,1.0
B3,342,182,7.742069164345797,11.42504698472972,0.9384001653150957,1.0
B3,342,184,7.727364676002423,11.379897705877033,0.9388860613984262,1.0
B3,342,186,7.696627106222744,11.317476156890871,0.9395546726948054,1.0
B3,342,188,7.689906738640405,11.265080170496988,0.9401130588992286,1.0
B3,342,190,7.667412332877361,11.220529482749766,0.9405857992107636,1.0
B3,342,192,7.597579606877319,11.100827656870838,0.94184671164756,1.0
B3,342,194,7.58685054236257,11.064203179927679,0.9422298038637961,1.0
B3,342,196,7.560249378536704,11.029127549134298,0.9425955083104514,1.0
B3,342,198,7.520330135230758,10.994692789658277,0.9429534013618996,1.0
B3,342,200,7.510677052350832,10.983541650771352,0.943069059336793,1.0
B4,342,40,11.99127757320449,14.738581298805025,0.8974879496666974,1.0
B4,342,42,12.32296133311496,15.044196456050818,0.8931925493234322,1.0
B4,342,44,12.120525180193873,14.856522828102674,0.8958407350618048,1.0
B4,342,46,12.275376037697042,14.991106876903801,0.8939450464780505,1.0
B4,342,48,12.213621473704462,14.902404602344584,0.8951963862453352,1.0
B4,342,50,12.142370054208312,14.841424726908723,0.8960523334352676,1.0
B4,342,52,11.988261122317153,14.692948706182797,0.8981217486536813,1.0
B4,342,54,12.204342727280926,14.875530119529962,0.8955740438601483,1.0
B4,342,56,12.12764864178507,14.805033172254781,0.8965614731541293,1.0
B4,342,58,12.259893711246495,14.925267071812863,0.8948745714182409,1.0
B4,342,60,12.458082945250466,15.118966379395378,0.8921282412141311,1.0
B4,342,62,12.560311298597371,15.213313772741564,0.8907777289838084,1.0
