iteration,current_high_count,rho,point_diff,point_uncertainty,requested_point_count,actual_y_diff,actual_y_uncertainty
1,7,1.0919615144378985,[-3.0],[-4.0],2,-0.542629472,-0.569045293
2,9,1.1509960949448785,[1.0],[1.5],2,0.371830451,0.447783566
3,11,1.2043446749863747,[-1.0],[4.0],2,-0.117680838,0.549148674
