x1,y_high
14.0,-0.185399592
0.0,0.007989823
22.0,0.040421101
-5.0,-0.036610127
25.0,-0.000417344
20.0,-0.007619314
7.0,-0.097015571
19.0,-0.002405117
4.0,-0.03044569
17.0,0.002365739
10.5,-0.203779755
10.0,-0.187677286
-3.0,-0.006385507
9.0,-0.156952387
2.0,-0.001842789
8.5,-0.141159179
24.0,0.008374946
23.0,0.024670963
12.5,-0.237510367
12.0,-0.238653145
