iteration,current_high_count,rho,point_diff,point_uncertainty,requested_point_count,actual_y_diff,actual_y_uncertainty
1,7,0.444114235135788,[22.0],[7.0],2,0.031464889,-0.10188988
2,9,0.524587724921336,[7.5],[4.0],2,-0.116444806,-0.031853791
3,11,0.6140300682206008,[10.0],[18.0],2,-0.197219966,-0.036612474
4,13,0.80791862793885,[10.5],[-3.0],2,-0.2138815,-0.008257421
5,15,0.9529174728974513,[12.0],[16.0],2,-0.24222497,-0.055836544
6,17,1.0136331136456296,[17.0],[20.0],2,-0.032734303,-0.033683733
7,19,1.0108366649091811,[19.0],[2.0],2,-0.035177233,-0.005469973
8,20,1.0083775205922874,[21.0],[-2.0],2,0.036605784,
