alpha,CD（尾耙原始）
-5,0.0119616550840232
-4,0.00923386315973156
-3,0.00891569370094423
-2,0.00878573382789796
-1,0.00857584256828275
0,0.00831140446374209
1,0.00844509718317431
2,0.00880491437008825
3,0.00828112347559985
4,0.00768356369879195
5,0.00739952959328458
6,0.00945449154426294
7,0.0149390095853038
8,0.0239369886982037
9,0.0385795474398841
10,0.0601978563653297
11,0.0712436581664741
12,0.0946746641069801
13,0.109628485945805
14,0.12288076939321
15,0.156139330939048
