iteration,current_high_count,rho,point_diff,point_uncertainty,requested_point_count,actual_y_diff,actual_y_uncertainty
1,7,0.8928172532498565,[24.0],[19.0],2,-0.026031122,-0.143419443
2,9,0.9084904999392416,[23.0],[7.0],2,-0.180864694,-0.104344515
3,11,1.0363122400796103,[16.0],[15.0],2,-0.1033164,-0.049636832
4,13,1.0393004827683028,[14.5],[4.0],2,-0.044443544,-0.034013675
5,15,1.031428219493205,[13.5],[9.5],2,-0.12462941,-0.135209867
6,17,1.0365488584761646,[13.0],[-3.0],2,-0.163381085,-0.008560875
7,19,1.0503052084314726,[11.0],[2.0],2,-0.13357314,-0.002905097
8,20,1.0157289170731816,[10.5],[21.0],2,-0.133556406,
