x1,y_high
7.0,0.001921529
0.0,0.006661478
1.0,0.002381376
-5.0,-0.008326067
15.0,-0.008226269
9.0,-0.003613748
11.0,5.63e-05
10.0,-0.0021252
-3.0,-0.00459737
-2.0,0.001096783
4.0,-0.013697473
