x1,y_high
5.0,0.010482293
-2.5,0.042896206
-2.0,0.042863029
-5.0,0.031952744
1.5,0.036309261
4.5,0.021453889
3.5,0.029759169
4.0,0.025577486
0.0,0.039220523
2.5,0.033996764
-1.0,0.040277649
