Ma,alpha,CA_p
0.3,14.0,-0.185399592
0.4,14.0,-0.191988581
0.5,14.0,-0.03205399
0.4,13.0,-0.18388308
0.3,22.0,0.040421101
0.3,0.0,0.007989823
0.4,17.0,0.009652488
0.5,10.0,-0.137853764
0.4,-5.0,-0.039398747
0.4,25.0,-0.016073707
