alpha,CL_p
-5,-0.516422942668552
-4,-0.410654538786199
-3,-0.294777485426761
-2,-0.181835032395429
-1,-0.0735885199142396
0,0.0306044719053924
1,0.135911696733288
2,0.246261207947285
3,0.359753033428929
4,0.474350964783761
5,0.583311048625123
6,0.683607187229147
7,0.75495878854498
8,0.768571674958704
9,0.801955530209169
10,0.838921716216381
11,0.878851247619653
12,0.904824458909293
13,0.940727531779961
14,0.984237335764262
15,1.0241664000098
