alpha,CL_p
-5,-0.474686713428652
-4,-0.374403111738803
-3,-0.269783278222929
-2,-0.16538887063205
-1,-0.0653527832465384
0,0.0311644728975347
1,0.12846690280863
2,0.229450169029917
3,0.332912026114816
4,0.435567422210314
5,0.538023816536036
6,0.633314549329116
7,0.722751748220213
8,0.800019622497042
9,0.84961246032608
10,0.878623579160417
11,0.922822277948452
12,0.934703013220585
13,0.983347863664005
14,1.0093174792333
15,1.01528333423175
