alpha,CL_p
-5,-0.459021782106828
-4.5,-0.424590557194567
-4,-0.389283290028828
-3.5,-0.347224578785057
-3,-0.29560480801189
-2.5,-0.248729568137894
-2,-0.207869092932254
-1.5,-0.167166283149406
-1,-0.106999511622667
-0.5,-0.0383819644838568
0,0.0252557889915951
0.5,0.0780059046666322
1,0.123607397508332
1.5,0.171023812330113
2,0.226853091220121
2.5,0.279175654180847
3,0.325350073371085
3.5,0.366952287447614
4,0.406605263281015
4.5,0.447755807256879
5,0.499041730768003
