alpha,CL_p
-5,-0.304392276328114
-4.5,-0.24828451575593
-4,-0.20283913013217
-3.5,-0.153123275422129
-3,-0.103614097364732
-2.5,-0.0591741431913501
-2,-0.0136500366987753
-1.5,0.0350004579548861
-1,0.0885792766467946
-0.5,0.0177666392393026
0,-0.16268407267478
0.5,-0.179939694756007
1,-0.136098111907475
1.5,-0.0909178400238937
2,-0.0379690088043418
2.5,0.0393963116453631
3,0.146757956556168
3.5,0.28383854211854
4,0.343754301754578
4.5,0.380603211399717
5,0.434675946731557
