alpha,CL
-5,-0.558650650523758
-4.5,-0.518700585185601
-4,-0.479717265411272
-3.5,-0.426377662213691
-3,-0.362159521114444
-2.5,-0.294916475002482
-2,-0.227679631943141
-1.5,-0.161723560420521
-1,-0.0976684735773632
-0.5,-0.0343190824922512
0,0.0284172250945631
0.5,0.0946936865877893
1,0.161339774342857
1.5,0.22841640822599
2,0.294790878802892
2.5,0.361017224466564
3,0.426759106523913
3.5,0.488180146949835
4,0.537311592646587
4.5,0.57865902434652
5,0.626774697375112
