x1,y_high
2.0,0.079300429
1.5,0.080477163
-5.0,0.08566085
5.0,0.08229088
-1.5,0.089707717
-1.0,0.089423271
-3.5,0.087095494
-3.0,0.087778119
-2.5,0.088196847
-4.5,0.086181397
3.5,0.079597881
